episode,task,policy,outcome,frames,seconds,closures,closures_per_s,closed_frac
2382,cable_unclip,grootn1.7,failure,389,19.4,7,0.3599,0.437
2383,cable_unclip,grootn1.7,failure,390,19.5,7,0.359,0.636
2384,cable_unclip,grootn1.7,failure,388,19.4,6,0.3093,0.696
2385,cable_unclip,grootn1.7,successful,390,19.5,6,0.3077,0.679
2386,cable_unclip,grootn1.7,successful,391,19.6,6,0.3069,0.637
2387,cable_unclip,grootn1.7,successful,385,19.2,5,0.2597,0.618
2388,cable_unclip,grootn1.7,failure,391,19.6,8,0.4092,0.601
2389,cable_unclip,pi0,successful,477,23.9,9,0.3774,0.656
2390,cable_unclip,pi0,failure,463,23.1,12,0.5184,0.531
2391,cable_unclip,pi0,successful,482,24.1,6,0.249,0.68
2392,cable_unclip,pi0,failure,484,24.2,8,0.3306,0.676
2393,cable_unclip,pi0,successful,354,17.7,6,0.339,0.503
2394,cable_unclip,pi0,failure,483,24.1,9,0.3727,0.319
2395,cable_unclip,pi0,failure,483,24.1,6,0.2484,0.654
2396,cable_unclip,pi0,successful,180,9.0,3,0.3333,0.683
2397,cable_unclip,pi0,successful,210,10.5,3,0.2857,0.557
2398,cable_unclip,pi0,failure,476,23.8,6,0.2521,0.645
2399,cable_unclip,pi0,failure,478,23.9,7,0.2929,0.46
2400,cable_unclip,pi0,successful,481,24.1,7,0.2911,0.561
2401,cable_unclip,pi0,successful,200,10.0,3,0.3,0.67
2402,cable_unclip,pi0,failure,471,23.6,6,0.2548,0.495
2403,cable_unclip,pi0,successful,200,10.0,3,0.3,0.64
2404,cable_unclip,pi0,successful,396,19.8,6,0.303,0.667
2405,cable_unclip,pi0,successful,200,10.0,3,0.3,0.79
2406,cable_unclip,pi0,failure,480,24.0,7,0.2917,0.606
2407,cable_unclip,pi0,successful,200,10.0,3,0.3,0.775
2408,cable_unclip,pi0,failure,484,24.2,8,0.3306,0.467
2409,cable_unclip,pi0,successful,190,9.5,4,0.4211,0.595
2410,cable_unclip,pi0,failure,483,24.1,5,0.207,0.708
2411,cable_unclip,pi0,failure,483,24.1,7,0.2899,0.559
2412,cable_unclip,pi0,failure,480,24.0,7,0.2917,0.646
2413,cable_unclip,pi0,failure,473,23.6,6,0.2537,0.708
2414,cable_unclip,pi0,failure,394,19.7,5,0.2538,0.713
2415,cable_unclip,pi0,failure,478,23.9,6,0.251,0.649
2416,cable_unclip,pi0,successful,167,8.3,3,0.3593,0.677
2417,cable_unclip,pi0,failure,484,24.2,8,0.3306,0.624
2418,cable_unclip,pi0,successful,378,18.9,6,0.3175,0.709
2419,cable_unclip,pi0.5,successful,180,9.0,2,0.2222,0.65
2420,cable_unclip,pi0.5,successful,160,8.0,2,0.25,0.681
2421,cable_unclip,pi0.5,successful,199,9.9,3,0.3015,0.683
2422,cable_unclip,pi0.5,successful,310,15.5,5,0.3226,0.606
2423,cable_unclip,pi0.5,successful,480,24.0,7,0.2917,0.619
2424,cable_unclip,pi0.5,failure,481,24.1,9,0.3742,0.634
2425,cable_unclip,pi0.5,successful,388,19.4,5,0.2577,0.688
2426,cable_unclip,pi0.5,successful,174,8.7,3,0.3448,0.661
2427,cable_unclip,pi0.5,failure,481,24.1,7,0.2911,0.565
2428,cable_unclip,pi0.5,failure,480,24.0,8,0.3333,0.546
2429,cable_unclip,pi0.5,successful,330,16.5,6,0.3636,0.6
2430,cable_unclip,pi0.5,failure,474,23.7,6,0.2532,0.641
2431,cable_unclip,pi0.5,successful,283,14.2,5,0.3534,0.693
2432,cable_unclip,pi0.5,successful,218,10.9,4,0.367,0.697
2433,cable_unclip,pi0.5,successful,224,11.2,4,0.3571,0.522
2434,cable_unclip,pi0.5,successful,217,10.8,2,0.1843,0.908
2435,cable_unclip,pi0.5,successful,233,11.7,4,0.3433,0.532
2436,cable_unclip,pi0.5,successful,173,8.7,3,0.3468,0.676
2437,cable_unclip,pi0.5,failure,472,23.6,7,0.2966,0.614
2438,cable_unclip,pi0.5,failure,481,24.1,7,0.2911,0.726
2439,cable_unclip,pi0.5,failure,471,23.6,6,0.2548,0.745
2440,cable_unclip,pi0.5,successful,200,10.0,3,0.3,0.695
2441,cable_unclip,pi0.5,successful,259,12.9,3,0.2317,0.849
2442,cable_unclip,pi0.5,successful,146,7.3,2,0.274,0.76
2443,cable_unclip,pi0.5,successful,246,12.3,4,0.3252,0.679
2444,cable_unclip,pi0.5,successful,194,9.7,3,0.3093,0.794
2445,cable_unclip,pi0.5,successful,220,11.0,3,0.2727,0.832
2446,cable_unclip,pi0.5,failure,481,24.1,6,0.2495,0.767
2447,cable_unclip,pi0.5,successful,194,9.7,3,0.3093,0.742
2448,cable_unclip,pi0.5,failure,474,23.7,7,0.2954,0.684
2449,cable_unclip,teleoperated,successful,241,12.1,3,0.249,0.755
2450,cable_unclip,teleoperated,successful,224,11.2,3,0.2679,0.665
2451,cable_unclip,teleoperated,successful,201,10.1,3,0.2985,0.756
2452,cable_unclip,teleoperated,successful,201,10.1,3,0.2985,0.746
2453,cable_unclip,teleoperated,successful,189,9.4,3,0.3175,0.804
2454,cable_unclip,teleoperated,successful,220,11.0,3,0.2727,0.786
2455,cable_unclip,teleoperated,successful,229,11.4,3,0.262,0.686
2456,cable_unclip,teleoperated,successful,200,10.0,3,0.3,0.76
2457,cable_unclip,teleoperated,successful,194,9.7,3,0.3093,0.799
2458,cable_unclip,teleoperated,successful,194,9.7,3,0.3093,0.845
2459,cable_unclip,teleoperated,successful,218,10.9,3,0.2752,0.706
2460,cable_unclip,teleoperated,successful,202,10.1,3,0.297,0.703
2461,cable_unclip,teleoperated,successful,216,10.8,3,0.2778,0.773
2462,cable_unclip,teleoperated,successful,187,9.3,3,0.3209,0.791
2463,cable_unclip,teleoperated,successful,241,12.1,4,0.332,0.73
2464,cable_unclip,teleoperated,successful,256,12.8,4,0.3125,0.824
2465,cable_unclip,teleoperated,successful,208,10.4,3,0.2885,0.688
2466,cable_unclip,teleoperated,successful,209,10.4,3,0.2871,0.794
2467,cable_unclip,teleoperated,successful,231,11.6,3,0.2597,0.714
2468,cable_unclip,teleoperated,successful,235,11.8,3,0.2553,0.779
2469,cable_unclip,teleoperated,successful,240,12.0,3,0.25,0.779
2470,cable_unclip,teleoperated,successful,223,11.2,3,0.2691,0.825
2471,cable_unclip,teleoperated,successful,239,11.9,3,0.251,0.753
2472,cable_unclip,teleoperated,successful,345,17.2,6,0.3478,0.699
2473,cable_unclip,teleoperated,successful,203,10.2,3,0.2956,0.803
2474,cable_unclip,teleoperated,successful,263,13.2,4,0.3042,0.779
2475,cable_unclip,teleoperated,successful,230,11.5,3,0.2609,0.735
2476,cable_unclip,teleoperated,successful,255,12.8,3,0.2353,0.725
2477,cable_unclip,teleoperated,successful,242,12.1,3,0.2479,0.814
2478,cable_unclip,teleoperated,successful,343,17.1,3,0.1749,0.802
2479,cable_unclip,teleoperated,successful,237,11.8,3,0.2532,0.675
2480,cable_unclip,teleoperated,successful,236,11.8,3,0.2542,0.725
2481,cable_unclip,teleoperated,successful,241,12.1,4,0.332,0.697
2482,cable_unclip,teleoperated,successful,241,12.1,3,0.249,0.718
2483,cable_unclip,teleoperated,successful,210,10.5,3,0.2857,0.724
2484,cable_unclip,teleoperated,successful,237,11.8,3,0.2532,0.7
2485,cable_unclip,teleoperated,successful,229,11.4,3,0.262,0.616
2486,cable_unclip,teleoperated,successful,274,13.7,4,0.292,0.62
2487,cable_unclip,teleoperated,successful,278,13.9,3,0.2158,0.773
2488,cable_unclip,teleoperated,successful,213,10.7,3,0.2817,0.718
2489,cable_unclip,teleoperated,successful,222,11.1,3,0.2703,0.833
2490,cable_unclip,teleoperated,successful,183,9.2,3,0.3279,0.672
2491,cable_unclip,teleoperated,successful,191,9.6,3,0.3141,0.717
2492,cable_unclip,teleoperated,successful,180,9.0,3,0.3333,0.722
2493,cable_unclip,teleoperated,successful,260,13.0,3,0.2308,0.55
2494,cable_unclip,teleoperated,successful,164,8.2,3,0.3659,0.677
2495,cable_unclip,teleoperated,successful,214,10.7,3,0.2804,0.682
2496,cable_unclip,teleoperated,successful,247,12.3,4,0.3239,0.717
2497,cable_unclip,teleoperated,successful,242,12.1,3,0.2479,0.682
2498,cable_unclip,teleoperated,successful,179,8.9,3,0.3352,0.715
